11,"defoe-robinson-103.txt	3.0",0.903089987
brute,"defoe-robinson-103.txt	1.0",0.301029996
buenos,"defoe-robinson-103.txt	1.0",0.301029996
bungling,"defoe-robinson-103.txt	1.0",0.301029996
burthen,"defoe-robinson-103.txt	1.0",0.301029996
burying,"defoe-robinson-103.txt	1.0",0.301029996
bush,"defoe-robinson-103.txt	1.0",0.301029996
bushes,"defoe-robinson-103.txt	1.0",0.301029996
busied,"defoe-robinson-103.txt	1.0",0.301029996
butchers,"defoe-robinson-103.txt	1.0",0.301029996
butchery,"defoe-robinson-103.txt	1.0",0.301029996
caked,"defoe-robinson-103.txt	1.0",0.301029996
calamities,"defoe-robinson-103.txt	1.0",0.301029996
canary,"defoe-robinson-103.txt	1.0",0.301029996
capacities,"defoe-robinson-103.txt	1.0",0.301029996
capitulate,"defoe-robinson-103.txt	1.0",0.301029996
capitulated,"defoe-robinson-103.txt	1.0",0.301029996
captive,"defoe-robinson-103.txt	1.0",0.301029996
caravan,"defoe-robinson-103.txt	1.0",0.301029996
careless,"defoe-robinson-103.txt	1.0",0.301029996
cargoes,"defoe-robinson-103.txt	1.0",0.301029996
caribbeans,"defoe-robinson-103.txt	1.0",0.301029996
caribs,"defoe-robinson-103.txt	1.0",0.301029996
caring,"defoe-robinson-103.txt	1.0",0.301029996
carrion,"defoe-robinson-103.txt	1.0",0.301029996
cassava,"defoe-robinson-103.txt	1.0",0.301029996
casts,"defoe-robinson-103.txt	1.0",0.301029996
causing,"defoe-robinson-103.txt	1.0",0.301029996
causist,"defoe-robinson-103.txt	1.0",0.301029996
cautions,"defoe-robinson-103.txt	1.0",0.301029996
ceremonies,"defoe-robinson-103.txt	1.0",0.301029996
ceremony,"defoe-robinson-103.txt	1.0",0.301029996
chamber,"defoe-robinson-103.txt	1.0",0.301029996
chapters,"defoe-robinson-103.txt	1.0",0.301029996
chat,"defoe-robinson-103.txt	1.0",0.301029996
cheeses,"defoe-robinson-103.txt	1.0",0.301029996
chisel,"defoe-robinson-103.txt	1.0",0.301029996
chocolate,"defoe-robinson-103.txt	1.0",0.301029996
circumspect,"defoe-robinson-103.txt	1.0",0.301029996
circumvent,"defoe-robinson-103.txt	1.0",0.301029996
clap,"defoe-robinson-103.txt	1.0",0.301029996
clapping,"defoe-robinson-103.txt	1.0",0.301029996
clearness,"defoe-robinson-103.txt	1.0",0.301029996
cleverly,"defoe-robinson-103.txt	1.0",0.301029996
climates,"defoe-robinson-103.txt	1.0",0.301029996
clings,"defoe-robinson-103.txt	1.0",0.301029996
cloth,"defoe-robinson-103.txt	1.0",0.301029996
coasting,"defoe-robinson-103.txt	1.0",0.301029996
coffee,"defoe-robinson-103.txt	1.0",0.301029996
collection,"defoe-robinson-103.txt	1.0",0.301029996
colored,"defoe-robinson-103.txt	1.0",0.301029996
colors,"defoe-robinson-103.txt	1.0",0.301029996
commodiously,"defoe-robinson-103.txt	1.0",0.301029996
commonly,"defoe-robinson-103.txt	1.0",0.301029996
compasses,"defoe-robinson-103.txt	1.0",0.301029996
compassion,"defoe-robinson-103.txt	1.0",0.301029996
competitor,"defoe-robinson-103.txt	1.0",0.301029996
complainings,"defoe-robinson-103.txt	1.0",0.301029996
compliment,"defoe-robinson-103.txt	1.0",0.301029996
comply,"defoe-robinson-103.txt	1.0",0.301029996
composures,"defoe-robinson-103.txt	1.0",0.301029996
conceits,"defoe-robinson-103.txt	1.0",0.301029996
conceived,"defoe-robinson-103.txt	1.0",0.301029996
conclusions,"defoe-robinson-103.txt	1.0",0.301029996
condemn,"defoe-robinson-103.txt	1.0",0.301029996
conference,"defoe-robinson-103.txt	1.0",0.301029996
confound,"defoe-robinson-103.txt	1.0",0.301029996
congratulating,"defoe-robinson-103.txt	1.0",0.301029996
conqueror,"defoe-robinson-103.txt	1.0",0.301029996
consisted,"defoe-robinson-103.txt	1.0",0.301029996
consistent,"defoe-robinson-103.txt	1.0",0.301029996
consition,"defoe-robinson-103.txt	1.0",0.301029996
consume,"defoe-robinson-103.txt	1.0",0.301029996
contemplated,"defoe-robinson-103.txt	1.0",0.301029996
contempt,"defoe-robinson-103.txt	1.0",0.301029996
continues,"defoe-robinson-103.txt	1.0",0.301029996
contract,"defoe-robinson-103.txt	1.0",0.301029996
contraries,"defoe-robinson-103.txt	1.0",0.301029996
contrive,"defoe-robinson-103.txt	1.0",0.301029996
conversion,"defoe-robinson-103.txt	1.0",0.301029996
cookery,"defoe-robinson-103.txt	1.0",0.301029996
cooled,"defoe-robinson-103.txt	1.0",0.301029996
corpse,"defoe-robinson-103.txt	1.0",0.301029996
corresponded,"defoe-robinson-103.txt	1.0",0.301029996
couch,"defoe-robinson-103.txt	1.0",0.301029996
councillor,"defoe-robinson-103.txt	1.0",0.301029996
councils,"defoe-robinson-103.txt	1.0",0.301029996
counsellor,"defoe-robinson-103.txt	1.0",0.301029996
counter,"defoe-robinson-103.txt	1.0",0.301029996
countryman,"defoe-robinson-103.txt	1.0",0.301029996
courses,"defoe-robinson-103.txt	1.0",0.301029996
covenant,"defoe-robinson-103.txt	1.0",0.301029996
covetous,"defoe-robinson-103.txt	1.0",0.301029996
craft,"defoe-robinson-103.txt	1.0",0.301029996
created,"defoe-robinson-103.txt	1.0",0.301029996
creator,"defoe-robinson-103.txt	1.0",0.301029996
creditor,"defoe-robinson-103.txt	1.0",0.301029996
criminals,"defoe-robinson-103.txt	1.0",0.301029996
critically,"defoe-robinson-103.txt	1.0",0.301029996
cromer,"defoe-robinson-103.txt	1.0",0.301029996
crossways,"defoe-robinson-103.txt	1.0",0.301029996
cruelties,"defoe-robinson-103.txt	1.0",0.301029996
cruelty,"defoe-robinson-103.txt	1.0",0.301029996
cultivation,"defoe-robinson-103.txt	1.0",0.301029996
curlew,"defoe-robinson-103.txt	1.0",0.301029996
currently,"defoe-robinson-103.txt	1.0",0.301029996
dagger,"defoe-robinson-103.txt	1.0",0.301029996
daughter,"defoe-robinson-103.txt	1.0",0.301029996
david,"defoe-robinson-103.txt	1.0",0.301029996
dealing,"defoe-robinson-103.txt	1.0",0.301029996
deamed,"defoe-robinson-103.txt	1.0",0.301029996
decease,"defoe-robinson-103.txt	1.0",0.301029996
declined,"defoe-robinson-103.txt	1.0",0.301029996
decreased,"defoe-robinson-103.txt	1.0",0.301029996
decree,"defoe-robinson-103.txt	1.0",0.301029996
decreed,"defoe-robinson-103.txt	1.0",0.301029996
defeated,"defoe-robinson-103.txt	1.0",0.301029996
deficiences,"defoe-robinson-103.txt	1.0",0.301029996
demands,"defoe-robinson-103.txt	1.0",0.301029996
deny,"defoe-robinson-103.txt	1.0",0.301029996
deplorable,"defoe-robinson-103.txt	1.0",0.301029996
deposit,"defoe-robinson-103.txt	1.0",0.301029996
deprives,"defoe-robinson-103.txt	1.0",0.301029996
deserts,"defoe-robinson-103.txt	1.0",0.301029996
desolation,"defoe-robinson-103.txt	1.0",0.301029996
despising,"defoe-robinson-103.txt	1.0",0.301029996
despondency,"defoe-robinson-103.txt	1.0",0.301029996
detestation,"defoe-robinson-103.txt	1.0",0.301029996
devilish,"defoe-robinson-103.txt	1.0",0.301029996
dexterously,"defoe-robinson-103.txt	1.0",0.301029996
dextrous,"defoe-robinson-103.txt	1.0",0.301029996
dictated,"defoe-robinson-103.txt	1.0",0.301029996
difficultest,"defoe-robinson-103.txt	1.0",0.301029996
digged,"defoe-robinson-103.txt	1.0",0.301029996
digger,"defoe-robinson-103.txt	1.0",0.301029996
dipped,"defoe-robinson-103.txt	1.0",0.301029996
directs,"defoe-robinson-103.txt	1.0",0.301029996
disability,"defoe-robinson-103.txt	1.0",0.301029996
disagree,"defoe-robinson-103.txt	1.0",0.301029996
disagreeable,"defoe-robinson-103.txt	1.0",0.301029996
disagreed,"defoe-robinson-103.txt	1.0",0.301029996
disbursements,"defoe-robinson-103.txt	1.0",0.301029996
discharge,"defoe-robinson-103.txt	1.0",0.301029996
discomposed,"defoe-robinson-103.txt	1.0",0.301029996
discomposures,"defoe-robinson-103.txt	1.0",0.301029996
discontented,"defoe-robinson-103.txt	1.0",0.301029996
discontents,"defoe-robinson-103.txt	1.0",0.301029996
discouraged,"defoe-robinson-103.txt	1.0",0.301029996
discuss,"defoe-robinson-103.txt	1.0",0.301029996
discussion,"defoe-robinson-103.txt	1.0",0.301029996
dismallest,"defoe-robinson-103.txt	1.0",0.301029996
disposes,"defoe-robinson-103.txt	1.0",0.301029996
disposing,"defoe-robinson-103.txt	1.0",0.301029996
disputed,"defoe-robinson-103.txt	1.0",0.301029996
disregarded,"defoe-robinson-103.txt	1.0",0.301029996
dissatisfaction,"defoe-robinson-103.txt	1.0",0.301029996
dissuaded,"defoe-robinson-103.txt	1.0",0.301029996
distinction,"defoe-robinson-103.txt	1.0",0.301029996
distinguished,"defoe-robinson-103.txt	1.0",0.301029996
distract,"defoe-robinson-103.txt	1.0",0.301029996
diverse,"defoe-robinson-103.txt	1.0",0.301029996
diverting,"defoe-robinson-103.txt	1.0",0.301029996
dividing,"defoe-robinson-103.txt	1.0",0.301029996
doings,"defoe-robinson-103.txt	1.0",0.301029996
dolphin,"defoe-robinson-103.txt	1.0",0.301029996
domestic,"defoe-robinson-103.txt	1.0",0.301029996
doorcase,"defoe-robinson-103.txt	1.0",0.301029996
dozed,"defoe-robinson-103.txt	1.0",0.301029996
dreading,"defoe-robinson-103.txt	1.0",0.301029996
dresser,"defoe-robinson-103.txt	1.0",0.301029996
drills,"defoe-robinson-103.txt	1.0",0.301029996
drudgery,"defoe-robinson-103.txt	1.0",0.301029996
drug,"defoe-robinson-103.txt	1.0",0.301029996
drunk,"defoe-robinson-103.txt	1.0",0.301029996
ducats,"defoe-robinson-103.txt	1.0",0.301029996
ducks,"defoe-robinson-103.txt	1.0",0.301029996
dumb,"defoe-robinson-103.txt	1.0",0.301029996
dunkirk,"defoe-robinson-103.txt	1.0",0.301029996
dusky,"defoe-robinson-103.txt	1.0",0.301029996
dyed,"defoe-robinson-103.txt	1.0",0.301029996
earthquakes,"defoe-robinson-103.txt	1.0",0.301029996
eased,"defoe-robinson-103.txt	1.0",0.301029996
eastern,"defoe-robinson-103.txt	1.0",0.301029996
ecstacies,"defoe-robinson-103.txt	1.0",0.301029996
education,"defoe-robinson-103.txt	1.0",0.301029996
ejaculations,"defoe-robinson-103.txt	1.0",0.301029996
elephants,"defoe-robinson-103.txt	1.0",0.301029996
elevated,"defoe-robinson-103.txt	1.0",0.301029996
embark,"defoe-robinson-103.txt	1.0",0.301029996
emblem,"defoe-robinson-103.txt	1.0",0.301029996
encampment,"defoe-robinson-103.txt	1.0",0.301029996
encouragements,"defoe-robinson-103.txt	1.0",0.301029996
encumbered,"defoe-robinson-103.txt	1.0",0.301029996
endeavoring,"defoe-robinson-103.txt	1.0",0.301029996
ene,"defoe-robinson-103.txt	1.0",0.301029996
energy,"defoe-robinson-103.txt	1.0",0.301029996
engaging,"defoe-robinson-103.txt	1.0",0.301029996
engrossed,"defoe-robinson-103.txt	1.0",0.301029996
enjoyments,"defoe-robinson-103.txt	1.0",0.301029996
enlarge,"defoe-robinson-103.txt	1.0",0.301029996
enlightening,"defoe-robinson-103.txt	1.0",0.301029996
enmity,"defoe-robinson-103.txt	1.0",0.301029996
ensnared,"defoe-robinson-103.txt	1.0",0.301029996
ensure,"defoe-robinson-103.txt	1.0",0.301029996
enterprises,"defoe-robinson-103.txt	1.0",0.301029996
enterprising,"defoe-robinson-103.txt	1.0",0.301029996
entertain,"defoe-robinson-103.txt	1.0",0.301029996
entertainment,"defoe-robinson-103.txt	1.0",0.301029996
entreaty,"defoe-robinson-103.txt	1.0",0.301029996
environed,"defoe-robinson-103.txt	1.0",0.301029996
equivalent,"defoe-robinson-103.txt	1.0",0.301029996
errand,"defoe-robinson-103.txt	1.0",0.301029996
espied,"defoe-robinson-103.txt	1.0",0.301029996
essayed,"defoe-robinson-103.txt	1.0",0.301029996
essays,"defoe-robinson-103.txt	1.0",0.301029996
established,"defoe-robinson-103.txt	1.0",0.301029996
europeans,"defoe-robinson-103.txt	1.0",0.301029996
everlasting,"defoe-robinson-103.txt	1.0",0.301029996
excellency,"defoe-robinson-103.txt	1.0",0.301029996
excepted,"defoe-robinson-103.txt	1.0",0.301029996
excessively,"defoe-robinson-103.txt	1.0",0.301029996
executioners,"defoe-robinson-103.txt	1.0",0.301029996
exemplified,"defoe-robinson-103.txt	1.0",0.301029996
exerting,"defoe-robinson-103.txt	1.0",0.301029996
expert,"defoe-robinson-103.txt	1.0",0.301029996
expiring,"defoe-robinson-103.txt	1.0",0.301029996
expostulate,"defoe-robinson-103.txt	1.0",0.301029996
extending,"defoe-robinson-103.txt	1.0",0.301029996
extent,"defoe-robinson-103.txt	1.0",0.301029996
faculties,"defoe-robinson-103.txt	1.0",0.301029996
fashionable,"defoe-robinson-103.txt	1.0",0.301029996
fathoms,"defoe-robinson-103.txt	1.0",0.301029996
fatted,"defoe-robinson-103.txt	1.0",0.301029996
fatten,"defoe-robinson-103.txt	1.0",0.301029996
favorite,"defoe-robinson-103.txt	1.0",0.301029996
fearing,"defoe-robinson-103.txt	1.0",0.301029996
feastings,"defoe-robinson-103.txt	1.0",0.301029996
female,"defoe-robinson-103.txt	1.0",0.301029996
fencing,"defoe-robinson-103.txt	1.0",0.301029996
fewest,"defoe-robinson-103.txt	1.0",0.301029996
fiction,"defoe-robinson-103.txt	1.0",0.301029996
filthy,"defoe-robinson-103.txt	1.0",0.301029996
firmest,"defoe-robinson-103.txt	1.0",0.301029996
fiscal,"defoe-robinson-103.txt	1.0",0.301029996
fitness,"defoe-robinson-103.txt	1.0",0.301029996
flashes,"defoe-robinson-103.txt	1.0",0.301029996
flasks,"defoe-robinson-103.txt	1.0",0.301029996
flourish,"defoe-robinson-103.txt	1.0",0.301029996
fluttering,"defoe-robinson-103.txt	1.0",0.301029996
fog,"defoe-robinson-103.txt	1.0",0.301029996
forbid,"defoe-robinson-103.txt	1.0",0.301029996
forehead,"defoe-robinson-103.txt	1.0",0.301029996
forfeited,"defoe-robinson-103.txt	1.0",0.301029996
forgive,"defoe-robinson-103.txt	1.0",0.301029996
forsaking,"defoe-robinson-103.txt	1.0",0.301029996
forsee,"defoe-robinson-103.txt	1.0",0.301029996
fortress,"defoe-robinson-103.txt	1.0",0.301029996
fortunate,"defoe-robinson-103.txt	1.0",0.301029996
foundered,"defoe-robinson-103.txt	1.0",0.301029996
frames,"defoe-robinson-103.txt	1.0",0.301029996
fraud,"defoe-robinson-103.txt	1.0",0.301029996
fronts,"defoe-robinson-103.txt	1.0",0.301029996
fruitfulness,"defoe-robinson-103.txt	1.0",0.301029996
frye,"defoe-robinson-103.txt	1.0",0.301029996
fulfill,"defoe-robinson-103.txt	1.0",0.301029996
fuller,"defoe-robinson-103.txt	1.0",0.301029996
furbished,"defoe-robinson-103.txt	1.0",0.301029996
furies,"defoe-robinson-103.txt	1.0",0.301029996
furlongs,"defoe-robinson-103.txt	1.0",0.301029996
fuses,"defoe-robinson-103.txt	1.0",0.301029996
fustic,"defoe-robinson-103.txt	1.0",0.301029996
fuzees,"defoe-robinson-103.txt	1.0",0.301029996
gates,"defoe-robinson-103.txt	1.0",0.301029996
gazing,"defoe-robinson-103.txt	1.0",0.301029996
generalissimo,"defoe-robinson-103.txt	1.0",0.301029996
glazing,"defoe-robinson-103.txt	1.0",0.301029996
gloves,"defoe-robinson-103.txt	1.0",0.301029996
governed,"defoe-robinson-103.txt	1.0",0.301029996
grand,"defoe-robinson-103.txt	1.0",0.301029996
gridiron,"defoe-robinson-103.txt	1.0",0.301029996
griefs,"defoe-robinson-103.txt	1.0",0.301029996
grinding,"defoe-robinson-103.txt	1.0",0.301029996
griping,"defoe-robinson-103.txt	1.0",0.301029996
groyne,"defoe-robinson-103.txt	1.0",0.301029996
grudged,"defoe-robinson-103.txt	1.0",0.301029996
gudgeons,"defoe-robinson-103.txt	1.0",0.301029996
gunshot,"defoe-robinson-103.txt	1.0",0.301029996
habitual,"defoe-robinson-103.txt	1.0",0.301029996
hacked,"defoe-robinson-103.txt	1.0",0.301029996
hail,"defoe-robinson-103.txt	1.0",0.301029996
halter,"defoe-robinson-103.txt	1.0",0.301029996
handled,"defoe-robinson-103.txt	1.0",0.301029996
handsomely,"defoe-robinson-103.txt	1.0",0.301029996
hangers,"defoe-robinson-103.txt	1.0",0.301029996
harden,"defoe-robinson-103.txt	1.0",0.301029996
harvests,"defoe-robinson-103.txt	1.0",0.301029996
hatches,"defoe-robinson-103.txt	1.0",0.301029996
hate,"defoe-robinson-103.txt	1.0",0.301029996
hawser,"defoe-robinson-103.txt	1.0",0.301029996
heartened,"defoe-robinson-103.txt	1.0",0.301029996
heavenly,"defoe-robinson-103.txt	1.0",0.301029996
hedging,"defoe-robinson-103.txt	1.0",0.301029996
heel,"defoe-robinson-103.txt	1.0",0.301029996
helpful,"defoe-robinson-103.txt	1.0",0.301029996
herbage,"defoe-robinson-103.txt	1.0",0.301029996
hereabouts,"defoe-robinson-103.txt	1.0",0.301029996
hesitation,"defoe-robinson-103.txt	1.0",0.301029996
hillock,"defoe-robinson-103.txt	1.0",0.301029996
hindering,"defoe-robinson-103.txt	1.0",0.301029996
historical,"defoe-robinson-103.txt	1.0",0.301029996
hits,"defoe-robinson-103.txt	1.0",0.301029996
honorable,"defoe-robinson-103.txt	1.0",0.301029996
honorably,"defoe-robinson-103.txt	1.0",0.301029996
hooks,"defoe-robinson-103.txt	1.0",0.301029996
hops,"defoe-robinson-103.txt	1.0",0.301029996
horseback,"defoe-robinson-103.txt	1.0",0.301029996
hospital,"defoe-robinson-103.txt	1.0",0.301029996
housed,"defoe-robinson-103.txt	1.0",0.301029996
hovel,"defoe-robinson-103.txt	1.0",0.301029996
hugged,"defoe-robinson-103.txt	1.0",0.301029996
hurricanes,"defoe-robinson-103.txt	1.0",0.301029996
husbands,"defoe-robinson-103.txt	1.0",0.301029996
ifi,"defoe-robinson-103.txt	1.0",0.301029996
illness,"defoe-robinson-103.txt	1.0",0.301029996
imparted,"defoe-robinson-103.txt	1.0",0.301029996
impartially,"defoe-robinson-103.txt	1.0",0.301029996
implored,"defoe-robinson-103.txt	1.0",0.301029996
importance,"defoe-robinson-103.txt	1.0",0.301029996
importunities,"defoe-robinson-103.txt	1.0",0.301029996
importunity,"defoe-robinson-103.txt	1.0",0.301029996
imprecations,"defoe-robinson-103.txt	1.0",0.301029996
impressed,"defoe-robinson-103.txt	1.0",0.301029996
incessant,"defoe-robinson-103.txt	1.0",0.301029996
inconceivable,"defoe-robinson-103.txt	1.0",0.301029996
incongruous,"defoe-robinson-103.txt	1.0",0.301029996
indifferent,"defoe-robinson-103.txt	1.0",0.301029996
indigested,"defoe-robinson-103.txt	1.0",0.301029996
inferior,"defoe-robinson-103.txt	1.0",0.301029996
infuse,"defoe-robinson-103.txt	1.0",0.301029996
ingenuity,"defoe-robinson-103.txt	1.0",0.301029996
ingredients,"defoe-robinson-103.txt	1.0",0.301029996
inhumanity,"defoe-robinson-103.txt	1.0",0.301029996
injurious,"defoe-robinson-103.txt	1.0",0.301029996
inner,"defoe-robinson-103.txt	1.0",0.301029996
innocence,"defoe-robinson-103.txt	1.0",0.301029996
inquiring,"defoe-robinson-103.txt	1.0",0.301029996
insolent,"defoe-robinson-103.txt	1.0",0.301029996
inspired,"defoe-robinson-103.txt	1.0",0.301029996
instantly,"defoe-robinson-103.txt	1.0",0.301029996
instructing,"defoe-robinson-103.txt	1.0",0.301029996
instructors,"defoe-robinson-103.txt	1.0",0.301029996
insufferable,"defoe-robinson-103.txt	1.0",0.301029996
insulted,"defoe-robinson-103.txt	1.0",0.301029996
insupportable,"defoe-robinson-103.txt	1.0",0.301029996
intending,"defoe-robinson-103.txt	1.0",0.301029996
intercession,"defoe-robinson-103.txt	1.0",0.301029996
interpreter,"defoe-robinson-103.txt	1.0",0.301029996
intervene,"defoe-robinson-103.txt	1.0",0.301029996
intimately,"defoe-robinson-103.txt	1.0",0.301029996
introduces,"defoe-robinson-103.txt	1.0",0.301029996
inventory,"defoe-robinson-103.txt	1.0",0.301029996
inviting,"defoe-robinson-103.txt	1.0",0.301029996
inwardly,"defoe-robinson-103.txt	1.0",0.301029996
inwards,"defoe-robinson-103.txt	1.0",0.301029996
irregularly,"defoe-robinson-103.txt	1.0",0.301029996
irresolute,"defoe-robinson-103.txt	1.0",0.301029996
isles,"defoe-robinson-103.txt	1.0",0.301029996
italian,"defoe-robinson-103.txt	1.0",0.301029996
jamaica,"defoe-robinson-103.txt	1.0",0.301029996
jammed,"defoe-robinson-103.txt	1.0",0.301029996
jerusalem,"defoe-robinson-103.txt	1.0",0.301029996
jest,"defoe-robinson-103.txt	1.0",0.301029996
joining,"defoe-robinson-103.txt	1.0",0.301029996
jonah,"defoe-robinson-103.txt	1.0",0.301029996
journals,"defoe-robinson-103.txt	1.0",0.301029996
jug,"defoe-robinson-103.txt	1.0",0.301029996
keeps,"defoe-robinson-103.txt	1.0",0.301029996
kettles,"defoe-robinson-103.txt	1.0",0.301029996
kiln,"defoe-robinson-103.txt	1.0",0.301029996
laborers,"defoe-robinson-103.txt	1.0",0.301029996
lamented,"defoe-robinson-103.txt	1.0",0.301029996
laths,"defoe-robinson-103.txt	1.0",0.301029996
latin,"defoe-robinson-103.txt	1.0",0.301029996
lawfulness,"defoe-robinson-103.txt	1.0",0.301029996
leadenhall,"defoe-robinson-103.txt	1.0",0.301029996
leaky,"defoe-robinson-103.txt	1.0",0.301029996
learnt,"defoe-robinson-103.txt	1.0",0.301029996
lee,"defoe-robinson-103.txt	1.0",0.301029996
legitimates,"defoe-robinson-103.txt	1.0",0.301029996
lets,"defoe-robinson-103.txt	1.0",0.301029996
lighthouse,"defoe-robinson-103.txt	1.0",0.301029996
likelihood,"defoe-robinson-103.txt	1.0",0.301029996
liking,"defoe-robinson-103.txt	1.0",0.301029996
lined,"defoe-robinson-103.txt	1.0",0.301029996
locked,"defoe-robinson-103.txt	1.0",0.301029996
locker,"defoe-robinson-103.txt	1.0",0.301029996
lockhart,"defoe-robinson-103.txt	1.0",0.301029996
los,"defoe-robinson-103.txt	1.0",0.301029996
lowest,"defoe-robinson-103.txt	1.0",0.301029996
lustily,"defoe-robinson-103.txt	1.0",0.301029996
maddest,"defoe-robinson-103.txt	1.0",0.301029996
madman,"defoe-robinson-103.txt	1.0",0.301029996
magistrates,"defoe-robinson-103.txt	1.0",0.301029996
mahometan,"defoe-robinson-103.txt	1.0",0.301029996
malefactor,"defoe-robinson-103.txt	1.0",0.301029996
malt,"defoe-robinson-103.txt	1.0",0.301029996
maneaters,"defoe-robinson-103.txt	1.0",0.301029996
manufactures,"defoe-robinson-103.txt	1.0",0.301029996
manured,"defoe-robinson-103.txt	1.0",0.301029996
market,"defoe-robinson-103.txt	1.0",0.301029996
marksman,"defoe-robinson-103.txt	1.0",0.301029996
mathematical,"defoe-robinson-103.txt	1.0",0.301029996
meadows,"defoe-robinson-103.txt	1.0",0.301029996
meddling,"defoe-robinson-103.txt	1.0",0.301029996
melons,"defoe-robinson-103.txt	1.0",0.301029996
melt,"defoe-robinson-103.txt	1.0",0.301029996
messmates,"defoe-robinson-103.txt	1.0",0.301029996
middling,"defoe-robinson-103.txt	1.0",0.301029996
miniature,"defoe-robinson-103.txt	1.0",0.301029996
miracles,"defoe-robinson-103.txt	1.0",0.301029996
mirth,"defoe-robinson-103.txt	1.0",0.301029996
mischieving,"defoe-robinson-103.txt	1.0",0.301029996
miser,"defoe-robinson-103.txt	1.0",0.301029996
miserably,"defoe-robinson-103.txt	1.0",0.301029996
misshapen,"defoe-robinson-103.txt	1.0",0.301029996
moderation,"defoe-robinson-103.txt	1.0",0.301029996
moored,"defoe-robinson-103.txt	1.0",0.301029996
mortification,"defoe-robinson-103.txt	1.0",0.301029996
mostly,"defoe-robinson-103.txt	1.0",0.301029996
mouthed,"defoe-robinson-103.txt	1.0",0.301029996
mouthful,"defoe-robinson-103.txt	1.0",0.301029996
mouths,"defoe-robinson-103.txt	1.0",0.301029996
mulatto,"defoe-robinson-103.txt	1.0",0.301029996
multiply,"defoe-robinson-103.txt	1.0",0.301029996
murderer,"defoe-robinson-103.txt	1.0",0.301029996
muslin,"defoe-robinson-103.txt	1.0",0.301029996
mustachios,"defoe-robinson-103.txt	1.0",0.301029996
nail,"defoe-robinson-103.txt	1.0",0.301029996
naming,"defoe-robinson-103.txt	1.0",0.301029996
narrowed,"defoe-robinson-103.txt	1.0",0.301029996
naturalists,"defoe-robinson-103.txt	1.0",0.301029996
nauseate,"defoe-robinson-103.txt	1.0",0.301029996
necessitated,"defoe-robinson-103.txt	1.0",0.301029996
neer,"defoe-robinson-103.txt	1.0",0.301029996
nephews,"defoe-robinson-103.txt	1.0",0.301029996
newcastle,"defoe-robinson-103.txt	1.0",0.301029996
nicest,"defoe-robinson-103.txt	1.0",0.301029996
niceties,"defoe-robinson-103.txt	1.0",0.301029996
northeast,"defoe-robinson-103.txt	1.0",0.301029996
notorious,"defoe-robinson-103.txt	1.0",0.301029996
obedient,"defoe-robinson-103.txt	1.0",0.301029996
objects,"defoe-robinson-103.txt	1.0",0.301029996
observer,"defoe-robinson-103.txt	1.0",0.301029996
obstinacy,"defoe-robinson-103.txt	1.0",0.301029996
obstinately,"defoe-robinson-103.txt	1.0",0.301029996
obstruction,"defoe-robinson-103.txt	1.0",0.301029996
offenders,"defoe-robinson-103.txt	1.0",0.301029996
onwards,"defoe-robinson-103.txt	1.0",0.301029996
operations,"defoe-robinson-103.txt	1.0",0.301029996
opposed,"defoe-robinson-103.txt	1.0",0.301029996
opposition,"defoe-robinson-103.txt	1.0",0.301029996
optics,"defoe-robinson-103.txt	1.0",0.301029996
orange,"defoe-robinson-103.txt	1.0",0.301029996
osier,"defoe-robinson-103.txt	1.0",0.301029996
outermost,"defoe-robinson-103.txt	1.0",0.301029996
outright,"defoe-robinson-103.txt	1.0",0.301029996
outward,"defoe-robinson-103.txt	1.0",0.301029996
overbeat,"defoe-robinson-103.txt	1.0",0.301029996
overladen,"defoe-robinson-103.txt	1.0",0.301029996
overpowered,"defoe-robinson-103.txt	1.0",0.301029996
overrule,"defoe-robinson-103.txt	1.0",0.301029996
overtakes,"defoe-robinson-103.txt	1.0",0.301029996
overturned,"defoe-robinson-103.txt	1.0",0.301029996
owing,"defoe-robinson-103.txt	1.0",0.301029996
paces,"defoe-robinson-103.txt	1.0",0.301029996
packet,"defoe-robinson-103.txt	1.0",0.301029996
padre,"defoe-robinson-103.txt	1.0",0.301029996
pagans,"defoe-robinson-103.txt	1.0",0.301029996
parleyed,"defoe-robinson-103.txt	1.0",0.301029996
parties,"defoe-robinson-103.txt	1.0",0.301029996
passionately,"defoe-robinson-103.txt	1.0",0.301029996
paved,"defoe-robinson-103.txt	1.0",0.301029996
paying,"defoe-robinson-103.txt	1.0",0.301029996
payment,"defoe-robinson-103.txt	1.0",0.301029996
peep,"defoe-robinson-103.txt	1.0",0.301029996
peering,"defoe-robinson-103.txt	1.0",0.301029996
penitents,"defoe-robinson-103.txt	1.0",0.301029996
penned,"defoe-robinson-103.txt	1.0",0.301029996
penny,"defoe-robinson-103.txt	1.0",0.301029996
perplexing,"defoe-robinson-103.txt	1.0",0.301029996
perplexities,"defoe-robinson-103.txt	1.0",0.301029996
perplexity,"defoe-robinson-103.txt	1.0",0.301029996
persist,"defoe-robinson-103.txt	1.0",0.301029996
peru,"defoe-robinson-103.txt	1.0",0.301029996
pestered,"defoe-robinson-103.txt	1.0",0.301029996
philistines,"defoe-robinson-103.txt	1.0",0.301029996
physic,"defoe-robinson-103.txt	1.0",0.301029996
physician,"defoe-robinson-103.txt	1.0",0.301029996
pickled,"defoe-robinson-103.txt	1.0",0.301029996
